# Customers Currently,# Customers in Pipeline,Account Manager Name,Active Customer (PY),Before Selected Year,Before Selected Year-1,CHS Rename,CHS Tooltip,Close Date,Closed?,Colour - Customer Health Score Pipeline,Conversion or Lost? (Hist),Current Year?,Customer Health Score,Customer Name,DS Filter - Exclude,dummy,ID,Likely Churn?,Number of Customers - SY,Opp Type Tooltip,Opportunity Description,Opportunity Description2,Opportunity Name,Opportunity Number,Opportunity Stage Name,Opportunity Type,Opps Param Label,Opps Text,Pipeline Value Label,Pipeline Value Text,Portfolio Status,Prior Year Param,Right_Opportunity Description,Selected Account Manager,Selected Metric [Opps],Selected Metric [Opps] (copy),Selected Stage,Selected Year,Selected Year dot,Stage,Stage Name,Stage ▶,Table Filter,Title - Renewals or Pipeline,Year,Year of Close,ARR,Colour,Conversion Rate (%),Deal Size - Avg for SY,Deal Size - Colour,Deal Size - CY vs PY,Deal Size - PY,Expected Churn,In Pipeline,New Customers - CY vs PY,Number of Line Items,Number to Show,Opportunity/Opps,Pipeline - CY vs PY,Pipeline - CY vs PY %,Pipeline - Last Year,Pipeline Value (£),Pipeline Value - Colour,Pipeline Value - CY,Selected Metric,Selected Metric - ARR,Selected Metric - Opps,Upsell > Target,Upsell Target,Upsell vs Target,Upsells - CY,Upsells - PY,Value,Value (copy),Variance to Target - Conversion Rate
,,Jessica White,Dare-Brakus,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,03/08/2021,Historic,,Lost,False,,Dare-Brakus,,dummy,1158,Expected Churn,Dare-Brakus,New Business,Support plan + licenses,Support plan + licenses,Opportunity 1158,1158,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License + ST Consulting opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2021,2021,,False,0,,,,,,0,0,9,20,Opportunity,,,,,,,22359.604354540,22359.604354540,,,,,,,22359.604354540,22359.604354540,-50.0%
,,Kevin Martinez,Keebler LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,13/09/2021,Historic,,Lost,False,,Keebler LLC,,dummy,1532,Expected Churn,Keebler LLC,New Business,Consulting opp (Infrastructure),Support plan + licenses,Opportunity 1532,1532,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Long term),False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2021,2021,,False,0,,,,,,0,0,9,20,Opportunity,,,,,,,860.517459129,860.517459129,,,,,,,860.517459129,860.517459129,-50.0%
,,Daniel Martinez,Wolf-Feil,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,27/05/2015,Historic,,Conversion,False,,Wolf-Feil,,dummy,460,Expected Churn,Wolf-Feil,An existing contract is due to expire unless renewed,License opp,License opp,Opportunity 460,460,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License + ST Consulting opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2015,2015,,False,0,,,,,,0,0,4,20,Opportunity,,,,,,,102656.455694851,102656.455694851,,,,,,,102656.455694851,102656.455694851,-50.0%
,,Jessica White,Lind-Brown,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,28/12/2017,Historic,,Conversion,False,,Lind-Brown,,dummy,1002,Expected Churn,Lind-Brown,Sale of additional services on top of an existing contract,License + hosting opp,Consulting opp (Short term),Opportunity 1002,1002,,Upsell,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2017,2017,,False,0,,,,,,0,0,9,20,Opportunity,,,,,,,116197.981060529,116197.981060529,,,,,,,116197.981060529,116197.981060529,-50.0%
Fay Inc,,Emily Brown,Fay Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,11/04/2014,Historic,,Conversion,False,,Fay Inc,,dummy,21,Healthy,Fay Inc,Sale of additional services on top of an existing contract,License opp,License + hosting opp,Opportunity 21,21,,Upsell,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Short term),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2014,2014,12728.423728311,False,1,,,,,,0,0,6,20,Opportunity,,,,,,,12728.423728311,12728.423728311,,,,,,,12728.423728311,12728.423728311,+50.0%
,,Jessica White,Frami-Zemlak,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,28/03/2020,Historic,,Lost,False,,Frami-Zemlak,,dummy,1909,Expected Churn,Frami-Zemlak,New Business,License opp,License opp,Opportunity 1909,1909,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License + hosting opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2020,2020,,False,0,,,,,,0,0,7,20,Opportunity,,,,,,,17253.073909612,17253.073909612,,,,,,,17253.073909612,17253.073909612,-50.0%
,,Jane Smith,Tromp Group,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,16/03/2016,Historic,,Conversion,False,,Tromp Group,,dummy,1543,Expected Churn,Tromp Group,An existing contract is due to expire unless renewed,License + hosting opp,Consulting opp (Long term),Opportunity 1543,1543,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Long term),False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2016,2016,,False,0,,,,,,0,0,8,20,Opportunity,,,,,,,84158.380740026,84158.380740026,,,,,,,84158.380740026,84158.380740026,-50.0%
,Kulas Inc,David Wilson,,False,False,Confident,The opportunity has a high chance of being successful,22/07/2026,Pending,Green,Conversion,True,Green,Kulas Inc,,dummy,313,Healthy,,An existing contract is due to expire unless renewed,Consulting opp (Infrastructure),License opp,Opportunity 313,313,Requirement Scoping,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Pending,False,License opp,False,False,True,False,False,,3,Needs Analysis,3,True,Upcoming Renewals,2026,2026,,False,0,,,,,,0,0,8,20,Opportunity,,,,65974.923732219,,,65974.923732219,65974.923732219,,,,,,,65974.923732219,65974.923732219,-50.0%
Lowe-Boyle,,James Jackson,Lowe-Boyle,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,09/08/2016,Historic,,Conversion,False,,Lowe-Boyle,,dummy,795,Healthy,Lowe-Boyle,An existing contract is due to expire unless renewed,License + ST Consulting opp,License opp,Opportunity 795,795,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2016,2016,93122.828792111,False,1,,,,,,0,0,10,20,Opportunity,,,,,,,93122.828792111,93122.828792111,,,,,,,93122.828792111,93122.828792111,+50.0%
Bode-Hyatt,,David Wilson,Bode-Hyatt,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,16/09/2018,Historic,,Conversion,False,,Bode-Hyatt,,dummy,945,Healthy,Bode-Hyatt,An existing contract is due to expire unless renewed,License + hosting opp,Consulting opp (Long term),Opportunity 945,945,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Long term),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2018,2018,10964.377005809,False,1,,,,,,0,0,3,20,Opportunity,,,,,,,10964.377005809,10964.377005809,,,,,,,10964.377005809,10964.377005809,+50.0%
,,David Wilson,Beatty-Bode,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,28/04/2014,Historic,,Conversion,False,,Beatty-Bode,,dummy,1715,Expected Churn,Beatty-Bode,An existing contract is due to expire unless renewed,License + LT Consulting opp,License + ST Consulting opp,Opportunity 1715,1715,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2014,2014,,False,0,,,,,,0,0,4,20,Opportunity,,,,,,,19892.707821691,19892.707821691,,,,,,,19892.707821691,19892.707821691,-50.0%
Robel Group,,Emily Brown,,True,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,23/08/2023,Historic,,Conversion,False,,Robel Group,,dummy,1642,Healthy,Robel Group,Sale of additional services on top of an existing contract,Consulting opp (Infrastructure),License + ST Consulting opp,Opportunity 1642,1642,,Upsell,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License opp,False,False,True,False,True,●,Closed Won,,Closed Won,True,Upcoming Renewals,2023,2023,41219.243083233,True,1,41219.243083233,,,,,0,1,4,20,Opportunity,,,,,,41219.243083233,41219.243083233,41219.243083233,,True,10304.810770808,3,41219.243083233,,41219.243083233,41219.243083233,+50.0%
Boyle Inc,,Ryan Thomas,,True,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,08/11/2023,Historic,,Lost,False,,Boyle Inc,,dummy,430,Healthy,Boyle Inc,New Business,License + LT Consulting opp,License + LT Consulting opp,Opportunity 430,430,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License opp,False,False,True,False,True,●,Closed Won,,Closed Won,True,Upcoming Renewals,2023,2023,88353.075433605,True,1,88353.075433605,,,,,0,1,6,20,Opportunity,,,,,,88353.075433605,88353.075433605,88353.075433605,,,22088.268858401,,,,88353.075433605,88353.075433605,+50.0%
Barton LLC,,Jessica White,Barton LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,04/12/2018,Historic,,Conversion,False,,Barton LLC,,dummy,583,Healthy,Barton LLC,An existing contract is due to expire unless renewed,Consulting opp (Long term),Consulting opp (Short term),Opportunity 583,583,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Support plan + licenses,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2018,2018,85400.314797270,False,1,,,,,,0,0,6,20,Opportunity,,,,,,,85400.314797270,85400.314797270,,,,,,,85400.314797270,85400.314797270,+50.0%
,Funk-Murazik,David Wilson,,False,False,Neutral,There are not enough factors to provide an opportunity health score,12/12/2026,Pending,,Conversion,True,Amber,Funk-Murazik,,dummy,1771,Healthy,,An existing contract is due to expire unless renewed,License opp,License + LT Consulting opp,Opportunity 1771,1771,Contracts,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Pending,False,License + hosting opp,False,False,True,False,False,,6,Closing,6,True,Upcoming Renewals,2026,2026,,False,0,,,,,,0,0,1,20,Opportunity,,,,72383.008001461,,,72383.008001461,72383.008001461,,,,,,,72383.008001461,72383.008001461,-50.0%
,,Daniel Martinez,Feil LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,31/08/2018,Historic,,Conversion,False,,Feil LLC,,dummy,53,Expected Churn,Feil LLC,An existing contract is due to expire unless renewed,Support plan + licenses,License opp,Opportunity 53,53,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Support plan + licenses,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2018,2018,,False,0,,,,,,0,0,7,20,Opportunity,,,,,,,113797.957697836,113797.957697836,,,,,,,113797.957697836,113797.957697836,-50.0%
Goyette LLC,,Daniel Martinez,Goyette LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,19/05/2018,Historic,,Conversion,False,,Goyette LLC,,dummy,1478,Healthy,Goyette LLC,An existing contract is due to expire unless renewed,License + hosting opp,License opp,Opportunity 1478,1478,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Long term),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2018,2018,116752.394632612,False,1,,,,,,0,0,2,20,Opportunity,,,,,,,116752.394632612,116752.394632612,,,,,,,116752.394632612,116752.394632612,+50.0%
,Stanton Inc,Jessica White,,False,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,01/05/2024,Pending,,Conversion,False,Red,Stanton Inc,,dummy,1176,Expected Churn,,Sale of additional services on top of an existing contract,License + hosting opp,Consulting opp (Short term),Opportunity 1176,1176,Implementation,Upsell,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Pending,False,Support plan + licenses,False,False,True,False,False,,7,Decision Pending,7,True,Upcoming Renewals,2024,2024,,False,0,,,,,,0,0,10,20,Opportunity,,,,113950.871116005,,,113950.871116005,113950.871116005,,,,,,,113950.871116005,113950.871116005,-50.0%
Ferry LLC,,Kevin Martinez,Ferry LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,30/10/2022,Historic,,Conversion,False,,Ferry LLC,,dummy,377,Healthy,Ferry LLC,An existing contract is due to expire unless renewed,Support plan + licenses,Consulting opp (Infrastructure),Opportunity 377,377,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,True,Consulting opp (Infrastructure),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2022,2022,10626.964003459,False,1,,,,10626.964003459,,0,0,4,20,Opportunity,,,10626.964003459,,,,10626.964003459,10626.964003459,,,,,,,10626.964003459,10626.964003459,+50.0%
Brakus LLC,,David Wilson,Brakus LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,15/06/2016,Historic,,Conversion,False,,Brakus LLC,,dummy,826,Healthy,Brakus LLC,Sale of additional services on top of an existing contract,License opp,License opp,Opportunity 826,826,,Upsell,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2016,2016,143118.390858434,False,1,,,,,,0,0,7,20,Opportunity,,,,,,,143118.390858434,143118.390858434,,,,,,,143118.390858434,143118.390858434,+50.0%
,,Jessica White,Kris LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,15/09/2016,Historic,,Lost,False,,Kris LLC,,dummy,242,Expected Churn,Kris LLC,New Business,License + LT Consulting opp,License + LT Consulting opp,Opportunity 242,242,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License + ST Consulting opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2016,2016,,False,0,,,,,,0,0,1,20,Opportunity,,,,,,,130002.010259778,130002.010259778,,,,,,,130002.010259778,130002.010259778,-50.0%
Ebert-Kirlin,,Jessica White,Ebert-Kirlin,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,19/05/2016,Historic,,Lost,False,,Ebert-Kirlin,,dummy,1878,Healthy,Ebert-Kirlin,New Business,Support plan + licenses,Support plan + licenses,Opportunity 1878,1878,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2016,2016,82456.551464847,False,1,,,,,,0,0,10,20,Opportunity,,,,,,,82456.551464847,82456.551464847,,,,,,,82456.551464847,82456.551464847,+50.0%
,Mraz-Harber,Emily Brown,,False,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,12/11/2024,Pending,,Conversion,False,Red,Mraz-Harber,,dummy,1432,Expected Churn,,An existing contract is due to expire unless renewed,License opp,License opp,Opportunity 1432,1432,Feedback,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Pending,False,Consulting opp (Short term),False,False,True,False,False,,5,Negotiation,5,True,Upcoming Renewals,2024,2024,,False,0,,,,,,0,0,2,20,Opportunity,,,,42035.478852232,,,42035.478852232,42035.478852232,,,,,,,42035.478852232,42035.478852232,-50.0%
,Goyette LLC,James Jackson,,False,False,Neutral,There are not enough factors to provide an opportunity health score,18/01/2025,Pending,,Conversion,False,Amber,Goyette LLC,,dummy,1482,Healthy,,An existing contract is due to expire unless renewed,License + ST Consulting opp,Consulting opp (Short term),Opportunity 1482,1482,Proposal Sent,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Pending,False,Consulting opp (Long term),False,False,True,False,False,,4,Proposal,4,True,Upcoming Renewals,2025,2025,,False,0,,,,,,0,0,10,20,Opportunity,,,,75124.122677935,,,75124.122677935,75124.122677935,,,,,,,75124.122677935,75124.122677935,-50.0%
,Mraz-Upton,Kevin Martinez,,False,False,Confident,The opportunity has a high chance of being successful,02/09/2025,Pending,Green,Conversion,False,Green,Mraz-Upton,,dummy,802,Healthy,,Sale of additional services on top of an existing contract,License opp,License + LT Consulting opp,Opportunity 802,802,Feedback,Upsell,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Pending,False,License opp,False,False,True,False,False,,5,Negotiation,5,True,Upcoming Renewals,2025,2025,,False,0,,,,,,0,0,6,20,Opportunity,,,,98976.514693111,,,98976.514693111,98976.514693111,,,,,,,98976.514693111,98976.514693111,-50.0%
,,Samantha Lee,Bogan LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,09/04/2021,Historic,,Conversion,False,,Bogan LLC,,dummy,422,Expected Churn,Bogan LLC,Sale of additional services on top of an existing contract,Consulting opp (Infrastructure),License + LT Consulting opp,Opportunity 422,422,,Upsell,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License + hosting opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2021,2021,,False,0,,,,,,0,0,6,20,Opportunity,,,,,,,58154.407669360,58154.407669360,,,,,,,58154.407669360,58154.407669360,-50.0%
Tromp Group,,John Doe,Tromp Group,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,22/04/2022,Historic,,Conversion,False,,Tromp Group,,dummy,1163,Healthy,Tromp Group,Sale of additional services on top of an existing contract,License + ST Consulting opp,License opp,Opportunity 1163,1163,,Upsell,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,True,Consulting opp (Short term),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2022,2022,26706.264474594,False,1,,,,26706.264474594,,0,0,5,20,Opportunity,,,26706.264474594,,,,26706.264474594,26706.264474594,,,,,,26706.264474594,26706.264474594,26706.264474594,+50.0%
,,John Doe,Davis LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,14/01/2018,Historic,,Lost,False,,Davis LLC,,dummy,346,Expected Churn,Davis LLC,New Business,License + hosting opp,License opp,Opportunity 346,346,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License + LT Consulting opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2018,2018,,False,0,,,,,,0,0,4,20,Opportunity,,,,,,,155609.379634174,155609.379634174,,,,,,,155609.379634174,155609.379634174,-50.0%
,,Jessica White,,True,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,20/09/2023,Historic,,Conversion,False,,Borer-Metz,,dummy,626,Expected Churn,Borer-Metz,An existing contract is due to expire unless renewed,License opp,License opp,Opportunity 626,626,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License opp,False,False,True,False,True,●,Closed Lost,,Closed Lost,True,Upcoming Renewals,2023,2023,,True,0,25142.618893912,,,,,0,1,3,20,Opportunity,,,,,,,25142.618893912,25142.618893912,,,6285.654723478,,,,25142.618893912,25142.618893912,-50.0%
,Sipes Group,Emily Brown,,False,False,Neutral,There are not enough factors to provide an opportunity health score,02/03/2025,Pending,,Conversion,False,Amber,Sipes Group,,dummy,1224,Healthy,,An existing contract is due to expire unless renewed,Support plan + licenses,License + LT Consulting opp,Opportunity 1224,1224,Opportunity Qualified,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Pending,False,License + ST Consulting opp,False,False,True,False,False,,2,Qualification,2,True,Upcoming Renewals,2025,2025,,False,0,,,,,,0,0,6,20,Opportunity,,,,69269.844189666,,,69269.844189666,69269.844189666,,,,,,,69269.844189666,69269.844189666,-50.0%
